dob,height,name,reach,stance,url
"Jan 09, 1992","5' 7""",Ode Osbourne,"73""",Southpaw,http://ufcstats.com/fighter-details/6d68c1afe954f121
"Jan 18, 1985","5' 9""",Diego Ferreira,"74""",Orthodox,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc
"May 18, 1998","5' 5""",Maycee Barber,"65""",Switch,http://ufcstats.com/fighter-details/6a740daf1b279661
"May 19, 1993","5' 9""",Sodiq Yusuff,"71""",Orthodox,http://ufcstats.com/fighter-details/94426bb170c88115
"Sep 25, 1995","6' 1""",Aleksa Camur,"74""",Orthodox,http://ufcstats.com/fighter-details/c2a670b22d2e196f
"Sep 28, 1988","6' 4""",Justin Ledet,"80""",Orthodox,http://ufcstats.com/fighter-details/ba1e6cb3d43f7430
"Mar 25, 1997","5' 7""",Sabina Mazo,"70""",Orthodox,http://ufcstats.com/fighter-details/70d2329a92864fdb
"Sep 29, 1992","5' 5""",JJ Aldrich,"67""",Southpaw,http://ufcstats.com/fighter-details/6fd953151d981979
"Mar 17, 1987","5' 7""",Chan Sung Jung,"72""",Orthodox,http://ufcstats.com/fighter-details/c451d67c09c55418
"Oct 16, 1981","5' 6""",Frankie Edgar,"68""",Orthodox,http://ufcstats.com/fighter-details/f2688492b9a525a3
"Feb 06, 1992","6' 4""",Aleksandar Rakic,"78""",Orthodox,http://ufcstats.com/fighter-details/333b9e5c723ac873
"Apr 10, 1991","5' 10""",Dooho Choi,"70""",Orthodox,http://ufcstats.com/fighter-details/e93b04e308913c2e
"Dec 07, 1993","6' 4""",Da-Un Jung,"78""",Orthodox,http://ufcstats.com/fighter-details/74f9448b97bf8bec
"Nov 28, 1988","6' 4""",Mike Rodriguez,"82""",Southpaw,http://ufcstats.com/fighter-details/18b602842a24f7c5
"Feb 27, 1991","5' 10""",Junyong Park,"73""",Orthodox,http://ufcstats.com/fighter-details/285ae0b4a68221f4
"Sep 09, 1987","5' 9""",Kyung Ho Kang,"73""",Orthodox,http://ufcstats.com/fighter-details/a7897d200692ab64
"Feb 13, 1993","5' 6""",Liu Pingyuan,"72""",Orthodox,http://ufcstats.com/fighter-details/31bbd39c0a075d4e
"Apr 12, 1990","6' 4""",Ciryl Gane,"81""",Orthodox,http://ufcstats.com/fighter-details/787bb1f087ccff8a
"Nov 03, 1992","6' 0""",SeungWoo Choi,"74""",Orthodox,http://ufcstats.com/fighter-details/a68575214ecad140
"Jun 13, 1992","5' 8""",Suman Mokhtarian,"72""",Orthodox,http://ufcstats.com/fighter-details/192520689012c7e4
"Sep 09, 1988","5' 11""",Dong Hyun Ma,"70""",Orthodox,http://ufcstats.com/fighter-details/98a6b2361045898f
"Jan 15, 1990","5' 8""",Matt Schnell,"70""",Orthodox,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e
"May 01, 1987","5' 7""",Raoni Barcelos,"67""",Orthodox,http://ufcstats.com/fighter-details/b9f28e7045fdfce7
"Apr 05, 1992","5' 8""",Said Nurmagomedov,"70""",Orthodox,http://ufcstats.com/fighter-details/0fd5f4b838e890cc
"May 22, 1987","5' 4""",Amanda Lemos,"65""",Southpaw,http://ufcstats.com/fighter-details/3df5493bb279226f
"Apr 13, 1992","5' 7""",Miranda Granger,"68""",Orthodox,http://ufcstats.com/fighter-details/7559395ad833c074
"Dec 14, 1991","5' 5""",Heili Alateng,"66""",Orthodox,http://ufcstats.com/fighter-details/1897b7b913736a7c
"Feb 22, 1988","5' 11""",Colby Covington,"72""",Orthodox,http://ufcstats.com/fighter-details/dc9572dd6ec74859
"Apr 24, 1984","5' 9""",Germaine de Randamie,"71""",Orthodox,http://ufcstats.com/fighter-details/1d239d571e342453
"Apr 26, 1988","5' 6""",Marlon Moraes,"67""",Orthodox,http://ufcstats.com/fighter-details/fea79f9bc8c68769
"May 14, 1979","5' 6""",Urijah Faber,"67""",Orthodox,http://ufcstats.com/fighter-details/78114b7199cef90c
"Aug 28, 1990","5' 11""",Geoff Neal,"75""",Southpaw,http://ufcstats.com/fighter-details/b997be68943010fc
"Mar 26, 1988","5' 9""",Irene Aldana,"68""",Orthodox,http://ufcstats.com/fighter-details/578ef12674df1e6a
"Aug 26, 1991","5' 8""",Ketlen Vieira,"68""",Orthodox,http://ufcstats.com/fighter-details/b9706f80d005036c
"Apr 13, 1983","6' 2""",Ben Saunders,"77""",Orthodox,http://ufcstats.com/fighter-details/484acc7b0f856ce9
"Feb 03, 1988","5' 5""",Daniel Teymur,"69""",Orthodox,http://ufcstats.com/fighter-details/fbf0537e420e698e
"Nov 21, 1986","5' 4""",Viviane Araujo,"68""",Orthodox,http://ufcstats.com/fighter-details/36541f1e6c5d4955
"Nov 22, 1992","5' 11""",Punahele Soriano,"72""",Southpaw,http://ufcstats.com/fighter-details/64facb6cc564262d
"Feb 18, 1988","6' 11""",Stefan Struve,"84""",Orthodox,http://ufcstats.com/fighter-details/ebc1f40e00e0c481
"Mar 01, 1995","5' 6""",Aspen Ladd,"66""",Orthodox,http://ufcstats.com/fighter-details/d4691518d012b9e7
"Jun 25, 1987","5' 8""",Rob Font,"71""",Orthodox,http://ufcstats.com/fighter-details/05339613bf8e9808
"Oct 03, 1983","5' 9""",Thiago Alves,"70""",Orthodox,http://ufcstats.com/fighter-details/31ee470ef5dc8d7f
"Jun 28, 1995","5' 9""",Jacob Kilburn,"72""",Orthodox,http://ufcstats.com/fighter-details/637bd06c32219f0b
"Feb 21, 1994","5' 7""",Matt Sayles,"68""",Orthodox,http://ufcstats.com/fighter-details/5b8ba8f5512893b1
"Aug 27, 1993","5' 9""",Joe Solecki,"70""",Orthodox,http://ufcstats.com/fighter-details/af65aa688d13eedf
"Sep 19, 1983","5' 10""",Matt Wiman,"68""",Orthodox,http://ufcstats.com/fighter-details/eb29176b03dfa888
"Jan 29, 1994","5' 4""",Mallory Martin,"63""",Orthodox,http://ufcstats.com/fighter-details/19b7738321cfae42
"Feb 08, 1990","6' 2""",Makhmud Muradov,"75""",Orthodox,http://ufcstats.com/fighter-details/ea7e5bc78d9de658
"Jan 05, 1981","6' 3""",Trevor Smith,"75""",Orthodox,http://ufcstats.com/fighter-details/f797f0c57a83353e
"Dec 07, 1979","6' 1""",Jacare Souza,"72""",Orthodox,http://ufcstats.com/fighter-details/7a703c565ccaa18f
"Feb 17, 1990","6' 1""",Andre Muniz,"78""",Southpaw,http://ufcstats.com/fighter-details/886264a0c9f4ea5e
"Jul 01, 1989","6' 3""",Antonio Arroyo,"73""",Orthodox,http://ufcstats.com/fighter-details/61fb8098ccf81c7f
"Jun 22, 1988","6' 1""",Markus Perez,"73""",Orthodox,http://ufcstats.com/fighter-details/2ac4628c08ec5125
"Jul 23, 1982","6' 0""",Sergio Moraes,"72""",Orthodox,http://ufcstats.com/fighter-details/1bcaac2d99b90fce
"May 28, 1989","5' 9""",Eduardo Garagorri,"70""",Orthodox,http://ufcstats.com/fighter-details/7bde387d50829adf
"Jan 04, 1991","5' 11""",Warlley Alves,"72""",Orthodox,http://ufcstats.com/fighter-details/d317a5e2b3f88c5f
"Jun 22, 1985","5' 7""",Douglas Silva de Andrade,"68""",Orthodox,http://ufcstats.com/fighter-details/3a314d9fa7c6825d
"Jan 31, 1987","5' 6""",Renan Barao,"70""",Orthodox,http://ufcstats.com/fighter-details/2c99576fefe53c7c
"Sep 04, 1991","5' 3""",Isabela de Padua,"64""",Orthodox,http://ufcstats.com/fighter-details/e0f959f65d0406b4
"Dec 10, 1993","5' 5""",Tracy Cortez,"65""",Orthodox,http://ufcstats.com/fighter-details/68d4a891e5cf2029
"Mar 01, 1991","6' 1""",Zabit Magomedsharipov,"73""",Orthodox,http://ufcstats.com/fighter-details/87aa9fb63d6b51a1
"Jul 14, 1987","6' 1""",Danny Roberts,"74""",Southpaw,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9
"Jan 25, 1995","6' 0""",Zelim Imadaev,"76""",Orthodox,http://ufcstats.com/fighter-details/7f0f171414d0a287
"Oct 02, 1980","6' 1""",Ed Herman,"77""",Orthodox,http://ufcstats.com/fighter-details/06f36cf4bd97ec77
"Aug 09, 1990","6' 2""",Shamil Gamzatov,"76""",Orthodox,http://ufcstats.com/fighter-details/0d980975001ae3d8
"Jul 31, 1987","5' 8""",Dalcha Lungiambula,"76""",Orthodox,http://ufcstats.com/fighter-details/ce632027bf2a871b
"Nov 04, 1986","5' 8""",Rustam Khabilov,"73""",Orthodox,http://ufcstats.com/fighter-details/9b7694d064a8a0ad
"May 19, 1992","6' 1""",Sergey Khandozhko,"74""",Orthodox,http://ufcstats.com/fighter-details/90da09db03e41748
"May 04, 1991","6' 0""",Roman Kopylov,"75""",Southpaw,http://ufcstats.com/fighter-details/9d83f6da776ff7d6
"Aug 01, 1990","6' 0""",David Zawada,"75""",Orthodox,http://ufcstats.com/fighter-details/3bb2dc8e87b10a46
"Nov 13, 1989","5' 11""",Abubakar Nurmagomedov,"72""",Orthodox,http://ufcstats.com/fighter-details/029e1293e609fd74
"Jul 18, 1984","6' 3""",Alexander Yakovlev,"74""",Southpaw,http://ufcstats.com/fighter-details/d06f8869449ba7bd
"Nov 28, 1987","5' 5""",Jessica-Rose Clark,"64""",Orthodox,http://ufcstats.com/fighter-details/6c8072b61c276e67
"Apr 18, 1984","5' 7""",Grigory Popov,"68""",Switch,http://ufcstats.com/fighter-details/d3fa5c5955397532
"Apr 16, 1985","6' 0""",Nate Diaz,"76""",Southpaw,http://ufcstats.com/fighter-details/8355922d564b152c
"Feb 11, 1983","6' 0""",Stephen Thompson,"75""",Orthodox,http://ufcstats.com/fighter-details/4a28cb716c19157a
"Nov 13, 1986","5' 7""",Gregor Gillespie,"71""",Orthodox,http://ufcstats.com/fighter-details/84ff027394f7e470
"Dec 21, 1987","6' 1""",Brad Tavares,"74""",Orthodox,http://ufcstats.com/fighter-details/0c6d9ea8306c029e
"Dec 31, 1986","6' 2""",Chance Rencountre,"75""",Southpaw,http://ufcstats.com/fighter-details/1ddb480b601cefb1
"Jul 02, 1991","5' 8""",Hakeem Dawodu,"73""",Orthodox,http://ufcstats.com/fighter-details/2c9d00968f818270
"Oct 27, 1989","5' 7""",Julio Arce,"70""",Southpaw,http://ufcstats.com/fighter-details/1291edf2d566a71a
"Jul 18, 1984","5' 11""",Ben Askren,"73""",Orthodox,http://ufcstats.com/fighter-details/0b31f87be71ebbb1
"Mar 25, 1990","5' 10""",Stevie Ray,"70""",Southpaw,http://ufcstats.com/fighter-details/31a13532e724ca2b
"Oct 22, 1988","6' 0""",Alex White,"71""",Southpaw,http://ufcstats.com/fighter-details/c17041f1bb5768d8
"May 13, 1992","6' 3""",Sergei Pavlovich,"84""",Southpaw,http://ufcstats.com/fighter-details/f14cf73e51b29254
"Jul 14, 1990","5' 2""",Aleksandra Albu,"63""",Orthodox,http://ufcstats.com/fighter-details/e76d9f656ceb82ab
"May 17, 1988","6' 2""",Jeff Hughes,"77""",Orthodox,http://ufcstats.com/fighter-details/6a11e325aa60ad02
"Oct 06, 1992","5' 11""",Yair Rodriguez,"71""",Orthodox,http://ufcstats.com/fighter-details/cbf5e6f231b55443
"May 22, 1984","5' 10""",Joe Lauzon,"71""",Orthodox,http://ufcstats.com/fighter-details/3bad7ef643840f67
"May 01, 1992","6' 0""",Jonathan Pearce,"71""",Switch,http://ufcstats.com/fighter-details/87c0b1c696ddfb43
"Jul 16, 1994","5' 10""",Manny Bermudez,"71""",Orthodox,http://ufcstats.com/fighter-details/2dc1bc1a02961656
"Feb 05, 1987","5' 7""",Kyle Bochniak,"70""",Orthodox,http://ufcstats.com/fighter-details/c5af5750e8bae4f0
"Jul 06, 1994","5' 9""",Randy Costa,"73""",Switch,http://ufcstats.com/fighter-details/325ad0dd9126d3df
"Nov 20, 1990","5' 9""",Boston Salmon,"69""",Southpaw,http://ufcstats.com/fighter-details/98e946879ba20c0f
"Dec 12, 1984","5' 11""",Court McGee,"75""",Orthodox,http://ufcstats.com/fighter-details/523fa774700d7d3f
"Jul 31, 1990","6' 7""",Daniel Spitz,"82""",Orthodox,http://ufcstats.com/fighter-details/f86cb5f25d545e0e
"Nov 02, 1983","5' 8""",Cub Swanson,"70""",Orthodox,http://ufcstats.com/fighter-details/d247691a6c0e9034
"Jul 11, 1988","5' 9""",Kron Gracie,"70""",Southpaw,http://ufcstats.com/fighter-details/242d36d241b43c12
"Feb 23, 1987","6' 3""",James Vick,"76""",Orthodox,http://ufcstats.com/fighter-details/6256b2b1562cb8e1
"Jun 11, 1990","5' 9""",Matt Frevola,"71""",Orthodox,http://ufcstats.com/fighter-details/dccb63727f2f5f74
"Oct 07, 1992","6' 0""",Mike Davis,"72""",Orthodox,http://ufcstats.com/fighter-details/fb3e61720be4690c
"Jul 26, 1992","6' 1""",Thomas Gifford,"75""",Orthodox,http://ufcstats.com/fighter-details/e7f51d9f9e9259e7
"Aug 17, 1988","5' 11""",Hector Aldana,"72""",Orthodox,http://ufcstats.com/fighter-details/c487223b0289bda9
"Nov 15, 1991","5' 5""",Lauren Mueller,"67""",Orthodox,http://ufcstats.com/fighter-details/f923e012414c883e
"Apr 30, 1987","5' 10""",Al Iaquinta,"70""",Orthodox,http://ufcstats.com/fighter-details/59279a7c978f7da0
"Mar 16, 1993","6' 2""",Tai Tuivasa,"75""",Southpaw,http://ufcstats.com/fighter-details/c62fbc117d57b943
"Jan 31, 1989","6' 2""",Dhiego Lima,"75""",Orthodox,http://ufcstats.com/fighter-details/e9213f53ddeca978
"Feb 12, 1988","5' 11""",Luke Jumeau,"72""",Orthodox,http://ufcstats.com/fighter-details/4c288a2b250bb576
"Dec 19, 1991","5' 10""",Rostem Akman,"72""",Switch,http://ufcstats.com/fighter-details/1fc64507a0cb38cf
"Aug 17, 1994","6' 0""",Jamie Mullarkey,"74""",Orthodox,http://ufcstats.com/fighter-details/af9f42e6894047fc
"Oct 18, 1989","5' 7""",Ji Yeon Kim,"72""",Orthodox,http://ufcstats.com/fighter-details/a20f234df70f2182
"Nov 15, 1995","5' 5""",Nadia Kassem,"66""",Southpaw,http://ufcstats.com/fighter-details/6e7506127408aa9e
"Feb 15, 1992","5' 5""",Khalid Taha,"69""",Orthodox,http://ufcstats.com/fighter-details/b4537562f88ac582
"Mar 16, 1984","5' 11""",Jared Cannonier,"77""",Switch,http://ufcstats.com/fighter-details/13a0275fa13c4d26
"Jul 21, 1994","6' 0""",Danilo Belluardo,"74""",Southpaw,http://ufcstats.com/fighter-details/c3f6db17cea09ca7
"Jul 28, 1988","5' 11""",Gunnar Nelson,"72""",Switch,http://ufcstats.com/fighter-details/fd55393021a8c255
"Feb 26, 1990","6' 1""",Khalil Rountree Jr.,"76""",Southpaw,http://ufcstats.com/fighter-details/749f572d1d3161fb
"Apr 06, 1988","5' 10""",Alen Amedovski,"74""",Orthodox,http://ufcstats.com/fighter-details/70fa1c64a2c439ef
"Dec 12, 1989","6' 0""",Alessio Di Chirico,"74""",Orthodox,http://ufcstats.com/fighter-details/77d7295d1b22c694
"Apr 17, 1984","5' 11""",Siyar Bahadurzada,"73""",Orthodox,http://ufcstats.com/fighter-details/aec185309b4843d0
"May 08, 1990","5' 10""",Brandon Davis,"72""",Orthodox,http://ufcstats.com/fighter-details/cc351e408bbb7d43
"Mar 01, 1994","5' 10""",Nohelin Hernandez,"71""",Orthodox,http://ufcstats.com/fighter-details/f97c5433c77522d3
"Aug 09, 1993","5' 5""",Alexa Grasso,"66""",Orthodox,http://ufcstats.com/fighter-details/e8b731feff72294b
"May 29, 1990","5' 10""",Steven Peterson,"70""",Orthodox,http://ufcstats.com/fighter-details/b93c06d09d1c4ac0
"Sep 21, 1993","5' 8""",Martin Bravo,"71""",Southpaw,http://ufcstats.com/fighter-details/9c44f290f5726d95
"Jun 04, 1996","5' 4""",Carlos Huachin,"67""",Southpaw,http://ufcstats.com/fighter-details/225def29ecfe0fc1
"Apr 20, 1991","5' 11""",Kyle Nelson,"71""",Switch,http://ufcstats.com/fighter-details/31f8081c7600da93
"Nov 07, 1984","5' 11""",Marco Polo Reyes,"71""",Orthodox,http://ufcstats.com/fighter-details/edd02825c29028fe
"Nov 17, 1992","5' 2""",Ariane Carnelossi,"61""",Orthodox,http://ufcstats.com/fighter-details/c0d5c0c95c59050b
"Aug 18, 1993","5' 6""",Sergio Pettis,"69""",Orthodox,http://ufcstats.com/fighter-details/de75d1c45a39e221
"Feb 28, 1989","6' 4""",Vinicius Moreira,"76""",Orthodox,http://ufcstats.com/fighter-details/acb36c908d415c4a
"Apr 21, 1996","5' 11""",Claudio Puelles,"72""",Southpaw,http://ufcstats.com/fighter-details/d747eb273a40a920
"Oct 12, 1986","6' 1""",Marcos Mariano,"76""",Switch,http://ufcstats.com/fighter-details/72e5e5a6edfa8223
"Dec 06, 1985","6' 3""",Todd Duffee,"78""",Orthodox,http://ufcstats.com/fighter-details/bda04c573563cc2e
"Dec 12, 1985","5' 10""",Tristan Connelly,"68""",Orthodox,http://ufcstats.com/fighter-details/2ebfbe72ed703925
"Jul 31, 1984","6' 0""",Uriah Hall,"79""",Orthodox,http://ufcstats.com/fighter-details/65578a75fa7900e3
"Mar 16, 1990","6' 2""",Antonio Carlos Junior,"79""",Orthodox,http://ufcstats.com/fighter-details/52e76bb4b3e852f3
"Feb 27, 1987","6' 3""",Misha Cirkunov,"77""",Orthodox,http://ufcstats.com/fighter-details/67f272324a030d00
"Apr 05, 1989","5' 11""",Cole Smith,"67""",Orthodox,http://ufcstats.com/fighter-details/56709e66f1c6008f
"Dec 19, 1991","5' 6""",Brad Katona,"64""",Orthodox,http://ufcstats.com/fighter-details/7b433309b0fd12aa
"May 11, 1985","5' 11""",Chas Skelly,"72""",Orthodox,http://ufcstats.com/fighter-details/4bd6b4800070b069
"Mar 18, 1993","5' 11""",Ryan MacDonald,"71""",Switch,http://ufcstats.com/fighter-details/35e1f9984ed64206
"Aug 30, 1989","5' 10""",Kyle Prepolec,"70""",Southpaw,http://ufcstats.com/fighter-details/873626e5547b5235
"Sep 20, 1988","5' 10""",Khabib Nurmagomedov,"70""",Orthodox,http://ufcstats.com/fighter-details/032cc3922d871c7f
"Oct 27, 1991","5' 10""",Islam Makhachev,"70""",Orthodox,http://ufcstats.com/fighter-details/275aca31f61ba28c
"Sep 02, 1981","6' 3""",Shamil Abdurakhimov,"76""",Orthodox,http://ufcstats.com/fighter-details/2f5cbecbbe18bac4
"Aug 08, 1988","5' 9""",Mairbek Taisumov,"73""",Orthodox,http://ufcstats.com/fighter-details/8f5c8850b2484173
"Feb 20, 1990","5' 8""",Ottman Azaitar,"71""",Switch,http://ufcstats.com/fighter-details/ee18ff42063174df
"May 22, 1987","6' 1""",Teemu Packalen,"75""",Orthodox,http://ufcstats.com/fighter-details/8f4eeaf7a0df7c1a
"Jun 10, 1981","6' 1""",Nordine Taleb,"74""",Orthodox,http://ufcstats.com/fighter-details/49858bf46dabf6fb
"Aug 02, 1984","6' 0""",Zak Cummings,"75""",Southpaw,http://ufcstats.com/fighter-details/4ba8d454f762005d
"Nov 12, 1990","6' 0""",Don Madge,"72""",Southpaw,http://ufcstats.com/fighter-details/68c7ad953455c73f
"Mar 21, 1997","6' 1""",Fares Ziam,"75""",Orthodox,http://ufcstats.com/fighter-details/1e4f273069fb9e85
"Jan 13, 1988","5' 10""",Derrick Krantz,"72""",Orthodox,http://ufcstats.com/fighter-details/714e1e0681ddb703
"Aug 19, 1994","5' 3""",Mizuki Inoue,"65""",Orthodox,http://ufcstats.com/fighter-details/43a59ce3bb40449e
"Apr 18, 1996","5' 8""",Yanan Wu,"66""",Orthodox,http://ufcstats.com/fighter-details/fdbefee0827e1567
"Jan 20, 1996","5' 8""",Su Mudaerji,"72""",Southpaw,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3
"Oct 23, 1988","5' 9""",Andre Soukhamthath,"70""",Orthodox,http://ufcstats.com/fighter-details/d0e50a3d1b250708
"Feb 03, 1991","5' 9""",Damir Ismagulov,"70""",Orthodox,http://ufcstats.com/fighter-details/135d124172a0bea3
"Nov 14, 1995","5' 4""",Lara Procopio,"67""",Orthodox,http://ufcstats.com/fighter-details/e99821959a840bb8
"Apr 21, 1991","6' 1""",Paulo Costa,"72""",Orthodox,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
"Jul 30, 1993","5' 9""",Devonte Smith,"76""",Orthodox,http://ufcstats.com/fighter-details/207773daeb4afa7b
"Jan 23, 1990","5' 10""",Christos Giagos,"71""",Orthodox,http://ufcstats.com/fighter-details/de45aaae23dfa392
"May 07, 1986","5' 1""",Jodie Esquibel,"64""",Orthodox,http://ufcstats.com/fighter-details/411539901068522f
"Feb 19, 1984","5' 6""",Liz Carmouche,"66""",Orthodox,http://ufcstats.com/fighter-details/51a0c09cbe9b8472
"Sep 04, 1994","5' 11""",Humberto Bandenay,"71""",Southpaw,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5
"Jun 01, 1990","5' 10""",Bobby Moffett,"73""",Orthodox,http://ufcstats.com/fighter-details/d76ad9a08c4408ff
"Sep 30, 1991","5' 7""",Geraldo de Freitas,"72""",Orthodox,http://ufcstats.com/fighter-details/9cfbfae5fa1fdd93
"Feb 04, 1996","5' 8""",Alex Da Silva,"73""",Orthodox,http://ufcstats.com/fighter-details/c3ded6f7155f9ea4
"Jun 14, 1992","5' 5""",Polyana Viana,"67""",Orthodox,http://ufcstats.com/fighter-details/9673a497a9da119a
"Mar 20, 1982","5' 11""",Robbie Lawler,"74""",Southpaw,http://ufcstats.com/fighter-details/f2925e6db404bf1d
"Feb 05, 1989","5' 8""",Joaquim Silva,"69""",Southpaw,http://ufcstats.com/fighter-details/ae7fe94f117f98cf
"Jun 13, 1992","6' 5""",Kennedy Nzechukwu,"83""",Southpaw,http://ufcstats.com/fighter-details/8667caa0451d245b
"Sep 28, 1989","5' 10""",Salim Touahri,"72""",Orthodox,http://ufcstats.com/fighter-details/cbf1c7ba5408a66f
"Sep 06, 1982","5' 11""",Claudio Silva,"71""",Southpaw,http://ufcstats.com/fighter-details/6f7c616b98e18c29
"Dec 15, 1983","6' 0""",Cole Williams,"73""",Orthodox,http://ufcstats.com/fighter-details/f9a20a17d712ef7c
"May 18, 1992","5' 4""",Hannah Goldy,"61""",Orthodox,http://ufcstats.com/fighter-details/26e3f3928b1891d9
"Jul 09, 1985","5' 8""",Cristiane Justino,"68""",Orthodox,http://ufcstats.com/fighter-details/634bb0de2eb043b4
"Feb 23, 1989","5' 9""",Olivier Aubin-Mercier,"70""",Southpaw,http://ufcstats.com/fighter-details/55ee431411ccf07a
"Oct 04, 1984","5' 6""",Alexis Davis,"68""",Orthodox,http://ufcstats.com/fighter-details/4c2d90e335e6df19
"May 10, 1995","5' 8""",Yoshinori Horie,"70""",Orthodox,http://ufcstats.com/fighter-details/3fa7688bfe48a493
"Apr 14, 1987","5' 6""",Sarah Frota,"69""",Southpaw,http://ufcstats.com/fighter-details/1641ef250e9de19b
"Oct 04, 1988","5' 10""",Erik Koch,"71""",Southpaw,http://ufcstats.com/fighter-details/99bd87a300079ed9
"Jan 31, 1989","6' 0""",Kyle Stewart,"76""",Orthodox,http://ufcstats.com/fighter-details/bb61823f76361297
"Aug 25, 1991","6' 2""",Leon Edwards,"74""",Southpaw,http://ufcstats.com/fighter-details/f1fac969a1d70b08
"Apr 01, 1993","5' 6""",Jin Soo Son,"69""",Orthodox,http://ufcstats.com/fighter-details/7c9c6a884be167fe
"Feb 15, 1985","6' 1""",Cezar Ferreira,"78""",Southpaw,http://ufcstats.com/fighter-details/dbc17725b887860a
"Feb 22, 1993","6' 3""",John Allan,"75""",Orthodox,http://ufcstats.com/fighter-details/6ebe96a116e79e52
"Oct 11, 1990","5' 8""",Sheymon Moraes,"72""",Orthodox,http://ufcstats.com/fighter-details/0d62719b1dcf7c40
"Aug 19, 1989","5' 6""",Julianna Pena,"69""",Orthodox,http://ufcstats.com/fighter-details/3253b16d38ae087d
"Dec 16, 1988","5' 5""",Nicco Montano,"65""",Southpaw,http://ufcstats.com/fighter-details/1de9ad94de18eeaf
"Feb 22, 1985","5' 10""",Ryan Hall,"70""",Southpaw,http://ufcstats.com/fighter-details/8866c6f509c19089
"Apr 06, 1994","5' 10""",Benito Lopez,"73""",Switch,http://ufcstats.com/fighter-details/773f7feacf96153e
"Jan 07, 1984","6' 2""",Thiago Santos,"76""",Orthodox,http://ufcstats.com/fighter-details/dea070ed4a2a8281
"Oct 17, 1984","6' 3""",Luke Rockhold,"77""",Southpaw,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb
"Apr 12, 1982","5' 9""",Gilbert Melendez,"73""",Orthodox,http://ufcstats.com/fighter-details/aa5b4eff51bdc7d1
"Sep 02, 1989","5' 6""",Alejandro Perez,"67""",Orthodox,http://ufcstats.com/fighter-details/80daefbed11ce998
"Dec 19, 1989","6' 0""",Jack Marshman,"73""",Orthodox,http://ufcstats.com/fighter-details/045f25b3a4c08e81
"Nov 21, 1986","6' 0""",Dan Moret,"73""",Southpaw,http://ufcstats.com/fighter-details/66e98b3bb5fc5250
"May 24, 1991","5' 5""",Emily Whitmire,"63""",Orthodox,http://ufcstats.com/fighter-details/b3d21b2610dcfaeb
"Mar 15, 1991","6' 3""",Junior Albini,"74""",Orthodox,http://ufcstats.com/fighter-details/c482c8605455a213
"May 03, 1989","6' 0""",Bryan Barberena,"72""",Southpaw,http://ufcstats.com/fighter-details/a331233f597090a5
"Jul 24, 1985","5' 5""",Anderson Dos Santos,"70""",Orthodox,http://ufcstats.com/fighter-details/bbc9ab95fa766493
"Feb 08, 1989","5' 4""",Syuri Kondo,"66""",Orthodox,http://ufcstats.com/fighter-details/a851c35f58199231
"Nov 08, 1989","6' 3""",Allen Crowder,"76""",Orthodox,http://ufcstats.com/fighter-details/a9d6e047ce48ab63
"Sep 29, 1986","6' 1""",Eric Spicely,"73""",Orthodox,http://ufcstats.com/fighter-details/b9664eae2ac75262
"Dec 19, 1990","5' 5""",Tatiana Suarez,"66""",Southpaw,http://ufcstats.com/fighter-details/b08012bbe542592a
"Dec 03, 1985","5' 5""",Nina Ansaroff,"64""",Orthodox,http://ufcstats.com/fighter-details/d343df8ba11f4c4e
"Sep 07, 1986","5' 6""",Pedro Munhoz,"65""",Orthodox,http://ufcstats.com/fighter-details/6bd02119599741a4
"May 21, 1982","5' 8""",Ricardo Lamas,"71""",Orthodox,http://ufcstats.com/fighter-details/3974fa35c917af1d
"Feb 18, 1980","6' 1""",Jimi Manuwa,"79""",Orthodox,http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e
"Jul 17, 1992","6' 0""",Sung Bin Jo,"72""",Orthodox,http://ufcstats.com/fighter-details/6e0e977beb909837
"Jun 04, 1981","5' 7""",Tonya Evinger,"70""",Orthodox,http://ufcstats.com/fighter-details/b12a1d19ee383b7c
"Apr 24, 1984","5' 6""",Nick Hein,"66""",Southpaw,http://ufcstats.com/fighter-details/2816ced060a21be3
"Jan 10, 1996","5' 7""",Duda Santana,"73""",Orthodox,http://ufcstats.com/fighter-details/d6ead04919a894b1
"Oct 11, 1989","5' 10""",Desmond Green,"73""",Southpaw,http://ufcstats.com/fighter-details/f046d724d2a84ac5
"Dec 31, 1991","5' 11""",Michael Trizano,"71""",Orthodox,http://ufcstats.com/fighter-details/5bf31a46becc1204
"Nov 16, 1980","6' 2""",Patrick Cummins,"76""",Orthodox,http://ufcstats.com/fighter-details/e51e5cb722bd47a8
"Apr 14, 1975","6' 2""",Anderson Silva,"77""",Southpaw,http://ufcstats.com/fighter-details/1f454354805b6f75
"Sep 08, 1986","5' 11""",Kurt Holobaugh,"70""",Orthodox,http://ufcstats.com/fighter-details/a7151778b3381036
"Dec 13, 1978","5' 9""",BJ Penn,"70""",Orthodox,http://ufcstats.com/fighter-details/73c7cfa551289285
